rvr_address,rvr_name,evo5_address,evo5_prior_name,similarity,rvr_instr_count,evo5_instr_count,decision
000277b8,isc_f42e_or_default_select,00027804,isc_f42e_or_default_select,1.0,15,15,ALREADY_CORRECT
000277de,isc_f038_constant_select,0002782a,isc_f038_constant_select,1.0,27,27,ALREADY_CORRECT
0002782a,f0f8_bit9_constant_or_calc_select,00027876,FUN_00027876,1.0,18,18,APPLIED
0002785a,f490_bits01_constant_select,000278a6,f490_bits01_constant_select,1.0,26,26,ALREADY_CORRECT
000278a4,f3f0_bit8_constant_select,000277de,f216_bit6_constant_select,1.0,15,15,SKIPPED_ALREADY_NAMED
000278ca,f0f8_masked_constant_select,00027916,f0f8_masked_constant_select,1.0,14,14,SKIPPED_TOO_SHORT
000278ef,isc_f416_f3f0_bit5_gate_check,000277de,f216_bit6_constant_select,0.6,25,15,SKIPPED_LOW_SIMILARITY
00027933,isc_f3fa_f3fe_dispatch,0002797f,FUN_0002797f,1.0,12,12,SKIPPED_TOO_SHORT
00027959,isc_f406_ramp_gate_condition_check,000279a5,FUN_000279a5,0.95,19,21,SKIPPED_LOW_SIMILARITY
00027990,isc_f3fa_f3fc_f3fe_correction_calc,000279e2,FUN_000279e2,1.0,33,33,APPLIED
000279f1,select_const_by_flags_eeca,00027a43,FUN_00027a43,1.0,17,17,APPLIED
00027a20,isc_eeca_update_dispatch,00027a72,FUN_00027a72,1.0,5,5,SKIPPED_TOO_SHORT
00027a2e,isc_eeca_update_gate_condition_check,00027a80,FUN_00027a80,1.0,30,30,APPLIED
00027a81,isc_eeca_eecc_eece_correction_calc,00027ad3,FUN_00027ad3,1.0,59,59,APPLIED
00027b2b,isc_f408_composite_dispatch,00027b7d,FUN_00027b7d,1.0,22,22,APPLIED
00027b6e,isc_f3fa_f3fc_f3fe_select,00027a43,select_const_by_flags_eeca,1.0,17,17,SKIPPED_ALREADY_NAMED
00027b9d,isc_f406_clamp_dispatch,00027bef,FUN_00027bef,1.0,13,13,SKIPPED_TOO_SHORT
00027bc6,isc_table_read_byte_clamped_2eca,000270a8,FUN_000270a8,0.48,15,10,SKIPPED_LOW_SIMILARITY
00027beb,isc_f412_f082_stall_timer_calc,00027c3d,FUN_00027c3d,1.0,42,42,APPLIED
00027c6d,mirror_f406_f408_to_f40a_f40c,00027cbf,mirror_f406_f408_to_f40a_f40c,1.0,5,5,SKIPPED_TOO_SHORT
00027c80,startup_phase_reset_wrapper,00027d00,FUN_00027d00,1.0,2,2,SKIPPED_TOO_SHORT
00027c86,warmup_state_f594_f0e6_init,00027d06,warmup_state_f594_f0e6_init,1.0,5,5,SKIPPED_TOO_SHORT
00027c99,engine_warmup_periodic_dispatch,00027d19,FUN_00027d19,1.0,8,8,SKIPPED_TOO_SHORT
00027cb7,startup_phase_reset_eed6_cluster,00027d37,FUN_00027d37,1.0,37,37,APPLIED
00027d33,eeea_bit0_update_on_efa2,00027db3,eeea_bit0_update_on_efa2,1.0,11,11,SKIPPED_TOO_SHORT
00027d55,knock_sensor_diagnostic_update,00027dd5,FUN_00027dd5,1.0,62,62,APPLIED
00027e1a,f516_request_latch_f09a_calib_select,00027e9a,FUN_00027e9a,1.0,36,36,APPLIED
00027e92,engine_warmup_dispatch_b,000274db,FUN_000274db,1.0,3,3,SKIPPED_TOO_SHORT
00027e9c,f502_state_table_dispatch,00027f1c,FUN_00027f1c,0.9682,81,76,SKIPPED_LOW_SIMILARITY
00027f60,f502_state_index_update,00027fe0,FUN_00027fe0,0.9455,29,26,SKIPPED_LOW_SIMILARITY
00027fb1,f17a_load_zone_and_ef96_f1d8_check,00029d8b,FUN_00029d8b,0.5,20,16,SKIPPED_LOW_SIMILARITY
0002800a,phase_dispatch_efa2_f500_f5ee_gate_check,000277de,f216_bit6_constant_select,0.5455,18,15,SKIPPED_LOW_SIMILARITY
00028082,f17a_f13c_load_zone_and_f514_gate_check,00027804,isc_f42e_or_default_select,0.5556,21,15,SKIPPED_LOW_SIMILARITY
00028279,eee4_eeda_bit6_update_from_f0f8_bit12,000282a9,FUN_000282a9,1.0,25,25,APPLIED
000282c1,eee0_eeee_diag_flags_reset_dispatch,000282f1,FUN_000282f1,1.0,111,111,APPLIED
00028413,startup_phase_reset_eed6_eefa_bulk,00028443,FUN_00028443,1.0,39,39,APPLIED
000284a3,knock_octane_f0e6_bit3_gate_dispatch,000284d3,FUN_000284d3,0.9836,60,62,APPLIED
00028557,knock_octane_pattern_match_state_machine,0002858e,FUN_0002858e,1.0,128,128,APPLIED
00028700,f516_hibits_f520_f0f2_mode_select,00028700,FUN_00028700,0.9565,60,55,SKIPPED_LOW_SIMILARITY
000287af,sci1_protocol_state_machine,000287af,FUN_000287af,0.8947,40,36,SKIPPED_LOW_SIMILARITY
0002882b,sci1_dispatch_and_latch_response,0002881d,FUN_0002881d,1.0,20,20,APPLIED
00028869,sci1_meta_cmd_dispatch_c0_ff,0002885b,FUN_0002885b,0.9772,202,193,APPLIED
00028acf,f00e_f520_f526_gate_condition_check,00028ac1,FUN_00028ac1,0.913,25,21,SKIPPED_LOW_SIMILARITY
00028b1b,f510_f512_f00e_f514_reset,00028b0d,f510_f512_f00e_f514_reset,1.0,5,5,SKIPPED_TOO_SHORT
00028b2f,sci1_periodic_phase_dispatch_f526,00029d40,FUN_00029d40,0.3333,11,7,SKIPPED_TOO_SHORT
00028b62,f588_duty_gate_f516_bit11_set,000277de,f216_bit6_constant_select,0.3846,11,15,SKIPPED_TOO_SHORT
00028b89,phase_cases_1to6_f516_hibit_f54a_writer,00028700,FUN_00028700,0.3448,90,55,SKIPPED_LOW_SIMILARITY
00028cc8,phase_case7_f590_gate_advance_or_latch,00027bef,FUN_00027bef,0.5263,25,13,SKIPPED_LOW_SIMILARITY
00028d23,f526_state_reset_dispatch,0002881d,FUN_0002881d,0.6667,25,20,SKIPPED_LOW_SIMILARITY
00028d7d,diagnostic_snapshot_f54a_f566_build,0002b3c6,FUN_0002b3c6,0.5441,82,54,SKIPPED_LOW_SIMILARITY
00028f00,isc_f35c_correction_calc,00028d00,FUN_00028d00,1.0,6,6,SKIPPED_TOO_SHORT
00028f13,f430_clear,00028d13,FUN_00028d13,1.0,3,3,SKIPPED_TOO_SHORT
00028f1b,f432_clear,00028d13,FUN_00028d13,1.0,3,3,SKIPPED_TOO_SHORT
00028f80,stub_empty_0x28f80,00028d80,FUN_00028d80,1.0,1,1,SKIPPED_TOO_SHORT
00028f82,o2_wideband_state_cold_init,00028d82,o2_wideband_state_cold_init,1.0,13,13,SKIPPED_TOO_SHORT
00028fbc,o2_wideband_state_warm_init,00028dbc,o2_wideband_state_warm_init,1.0,18,18,ALREADY_CORRECT
00028fff,tcu_shift_torque_and_knock_mgmt,00028dff,FUN_00028dff,1.0,1003,1003,APPLIED
00029c33,tcu_f384_f388_hysteresis_gate_check,00029a33,FUN_00029a33,1.0,22,22,APPLIED
00029c68,tcu_shift_state_reset,00029a68,FUN_00029a68,1.0,15,15,APPLIED
00029c9f,tcu_torque_state_reset,00029a9f,FUN_00029a9f,1.0,9,9,SKIPPED_TOO_SHORT
00029cc7,tcu_shift_timing_state_machine,00029ac7,FUN_00029ac7,1.0,202,202,APPLIED
00029f40,tcu_shift_timer_reset,00029d40,FUN_00029d40,1.0,7,7,SKIPPED_TOO_SHORT
00029f57,tcu_shift_timer_arm,00029d57,FUN_00029d57,1.0,17,17,APPLIED
00029f8b,tcu_f382_correction_calc,00029d8b,FUN_00029d8b,1.0,16,16,APPLIED
00029fba,fuel_pw_and_airvol_compute,00029dba,FUN_00029dba,0.9487,663,629,SKIPPED_LOW_SIMILARITY
0002a796,tcu_periodic_timer_update,0002a54e,tcu_periodic_timer_update,1.0,31,31,ALREADY_CORRECT
0002a7f7,f2cc_offset_accumulate,0002a5af,FUN_0002a5af,1.0,27,27,APPLIED
0002a83b,channel_enable_mask_build_and_dispatch_ff2x_ff3x,0002a5f3,FUN_0002a5f3,1.0,26,26,APPLIED
0002a882,diag_status_f200_f50e_update,0002a63a,FUN_0002a63a,1.0,25,25,APPLIED
0002a8cf,stub_empty_0x2a8cf,00028d80,FUN_00028d80,1.0,1,1,SKIPPED_TOO_SHORT
0002a8d1,stub_empty_0x2a8d1,00028d80,FUN_00028d80,1.0,1,1,SKIPPED_TOO_SHORT
0002a8d3,sci3_rx_process_tcu_byte,0002a68b,FUN_0002a68b,1.0,32,32,APPLIED
0002a980,tcu_gear_ratio_state_init,0002a700,tcu_gear_ratio_state_init,1.0,6,6,SKIPPED_TOO_SHORT
0002a997,throttle_idle_state_cold_init,0002a717,FUN_0002a717,1.0,39,39,APPLIED
0002aa36,tcu_rx_main_scheduler,00028dff,FUN_00028dff,0.89,1127,1003,SKIPPED_LOW_SIMILARITY
0002b880,tcu_gear_shift_history_reset,0002b380,FUN_0002b380,0.9677,16,15,SKIPPED_LOW_SIMILARITY
0002b8ca,tcu_diagnostic_state_cold_init,0002b3c6,FUN_0002b3c6,0.9298,60,54,SKIPPED_LOW_SIMILARITY
0002b9a5,tcu_shift_flags_dispatch,0002b48c,FUN_0002b48c,0.9,22,18,SKIPPED_LOW_SIMILARITY
0002b9f4,tcu_shift_solenoid_table_init,0002b4cf,FUN_0002b4cf,1.0,130,130,APPLIED
0002bbbb,tcu_shift_timer_scale_init,0002b696,FUN_0002b696,1.0,27,27,APPLIED
0002bc0f,tcu_dtc_status_check_dispatch,0002b6ea,FUN_0002b6ea,1.0,132,132,APPLIED
0002bdb3,update_max_f04e,0002b88e,FUN_0002b88e,1.0,8,8,SKIPPED_TOO_SHORT
0002bdc7,tcu_f050_max_update,0002b88e,FUN_0002b88e,1.0,8,8,SKIPPED_TOO_SHORT
0002bddb,tcu_torque_converter_slip_calc_far_trampoline,00028d80,FUN_00028d80,0.6667,2,1,SKIPPED_TOO_SHORT
0002bde1,tcu_torque_converter_slip_calc,0002b6ea,FUN_0002b6ea,0.4828,158,132,SKIPPED_LOW_SIMILARITY
0002bfc9,tiered_threshold_table_select,0002a5af,FUN_0002a5af,0.5333,33,27,SKIPPED_LOW_SIMILARITY
0002c028,tcu_shift_quality_index_calc,0002a5af,FUN_0002a5af,0.4146,55,27,SKIPPED_LOW_SIMILARITY
0002c0bd,tcu_shift_pattern_threshold_select,00028dbc,o2_wideband_state_warm_init,0.4516,44,18,SKIPPED_LOW_SIMILARITY
0002c129,stub_empty_0x2c129,00028d80,FUN_00028d80,1.0,1,1,SKIPPED_TOO_SHORT
0002c12b,tcu_periodic_dispatch,0002b8b8,FUN_0002b8b8,1.0,21,21,APPLIED
0002c16e,tcu_shift_ratio_buffer_update,0002b8fb,FUN_0002b8fb,1.0,120,120,APPLIED
0002c2d9,tcu_solenoid_diagnostic_calc,0002ba66,FUN_0002ba66,0.8768,515,402,SKIPPED_LOW_SIMILARITY
0002c8e9,tcu_shift_buffer_average_calc,0002b6ea,FUN_0002b6ea,0.5061,113,132,SKIPPED_LOW_SIMILARITY
0002ca68,coldinit_f6c0_f7c8_state_clear_and_intc_flag_read,0002b380,FUN_0002b380,0.4878,26,15,SKIPPED_LOW_SIMILARITY
0002cac4,tcu_gear_ratio_calc,0002bf36,FUN_0002bf36,1.0,271,271,APPLIED
0002cdf6,tcu_lockup_clutch_state_update,0002c268,FUN_0002c268,1.0,79,79,APPLIED
